"STT","Session_ID","Administrative","Administrative_Duration","Informational","Informational_Duration","ProductRelated","ProductRelated_Duration","BounceRates","ExitRates","PageValues","SpecialDay","Month","OperatingSystems","Browser","Region","TrafficType","VisitorType","Weekend","Revenue","Revenue_int"
1896,1896,6,228,5,89.33333333,18,513.4666667,0,0.003461538,0,0,"Mar",1,1,3,3,"New_Visitor",FALSE,FALSE,0
1897,1897,0,0,0,0,2,0,0.2,0.2,0,0,"Mar",3,2,6,1,"Returning_Visitor",FALSE,FALSE,0
1898,1898,0,0,0,0,15,748.5666667,0.016,0.041333333,0,0,"Mar",2,2,1,2,"Returning_Visitor",FALSE,FALSE,0
1899,1899,1,34,2,9,3,149,0,0.05,0,0,"Mar",2,2,1,1,"Returning_Visitor",FALSE,FALSE,0
1900,1900,0,0,0,0,2,288,0,0.1,0,0,"Mar",1,1,1,1,"Returning_Visitor",TRUE,FALSE,0
1901,1901,9,309,0,0,25,383.0833333,0.018181818,0.037575758,0,0,"Mar",2,2,3,1,"Returning_Visitor",FALSE,FALSE,0
1902,1902,13,456.9880952,3,72.83333333,39,976.7103175,0.004166667,0.009722222,39.65538156,0,"Mar",1,1,1,1,"Returning_Visitor",TRUE,TRUE,1
1903,1903,0,0,0,0,32,1916.633333,0.015625,0.0265625,0,0,"Mar",2,2,1,10,"Returning_Visitor",FALSE,FALSE,0
1904,1904,5,78.5,1,26,48,1266.119048,0,0.005788982,29.01038502,0,"Mar",2,2,1,8,"New_Visitor",FALSE,FALSE,0
1905,1905,1,75,4,250.6666667,44,1679.833333,0,0.001086957,45.8293144,0,"Mar",2,2,1,2,"New_Visitor",TRUE,TRUE,1
1906,1906,4,99.5,0,0,16,315.1666667,0,0.016666667,12.53314286,0,"Mar",1,1,6,3,"Returning_Visitor",FALSE,TRUE,1
1907,1907,1,28,0,0,8,290,0,0.01,0,0,"Mar",2,2,1,2,"Returning_Visitor",FALSE,FALSE,0
1908,1908,0,0,0,0,6,463.5,0,0.033333333,0,0,"Mar",2,5,1,3,"Returning_Visitor",FALSE,FALSE,0
1909,1909,0,0,0,0,4,1833,0,0.05,0,0,"Mar",2,5,2,10,"Returning_Visitor",TRUE,FALSE,0
1910,1910,0,0,0,0,9,196,0,0.022222222,0,0,"Mar",2,2,3,10,"Returning_Visitor",FALSE,FALSE,0
1911,1911,0,0,0,0,2,0,0.2,0.2,0,0,"Mar",2,2,1,13,"Returning_Visitor",FALSE,FALSE,0
1912,1912,4,64,0,0,53,1200.892857,0.001818182,0.018030303,0,0,"Mar",2,2,4,1,"Returning_Visitor",TRUE,FALSE,0
1913,1913,2,37,0,0,7,139.3333333,0,0.011111111,0,0,"Mar",3,2,7,8,"New_Visitor",TRUE,FALSE,0
1914,1914,6,163.6666667,10,403,15,665.5666667,0.007142857,0.004761905,0,0,"Mar",3,2,8,8,"New_Visitor",FALSE,FALSE,0
1915,1915,5,333,2,166,12,151.9,0.031111111,0.064444444,0,0,"Mar",2,2,1,1,"Returning_Visitor",FALSE,FALSE,0
1916,1916,0,0,0,0,5,1620,0.14,0.166666667,0,0,"Mar",2,2,1,1,"Returning_Visitor",FALSE,FALSE,0
1917,1917,0,0,0,0,24,1268,0.0125,0.015277778,0,0,"Mar",4,1,3,2,"Returning_Visitor",TRUE,FALSE,0
1918,1918,1,51,2,117.2857143,15,969.102381,0.005882353,0.008888889,0,0,"Mar",3,3,1,2,"Returning_Visitor",FALSE,FALSE,0
1919,1919,1,44,0,0,25,773.4666667,0,0.029142857,10.3572,0,"Mar",2,2,1,2,"Returning_Visitor",TRUE,TRUE,1
1920,1920,5,825,0,0,33,808.1666667,0,0.005405405,20.85956757,0,"Mar",2,4,9,10,"New_Visitor",FALSE,TRUE,1
1921,1921,3,44,0,0,14,469.8761905,0,0.005357143,0,0,"Mar",2,4,1,10,"Returning_Visitor",FALSE,FALSE,0
1922,1922,4,203.8333333,0,0,30,823.5,0,0.001666667,0,0,"Mar",3,2,1,11,"New_Visitor",FALSE,FALSE,0
1923,1923,0,0,0,0,8,201,0,0.0625,0,0,"Mar",2,4,2,1,"Returning_Visitor",FALSE,FALSE,0
1924,1924,8,195.3166667,0,0,54,1063.95,0,0.019047619,54.24886418,0,"Mar",2,2,1,2,"Returning_Visitor",FALSE,FALSE,0
1925,1925,0,0,0,0,13,412,0,0.028205128,0,0,"Mar",2,2,4,3,"Returning_Visitor",FALSE,FALSE,0
1926,1926,0,0,0,0,1,0,0.2,0.2,0,0,"Mar",3,2,1,1,"Returning_Visitor",FALSE,FALSE,0
1927,1927,0,0,0,0,14,1789.39881,0,0.029047619,0,0,"Mar",1,1,2,2,"Returning_Visitor",FALSE,FALSE,0
1928,1928,0,0,0,0,18,644.125,0.00625,0.021924603,0,0,"Mar",3,2,3,10,"Returning_Visitor",FALSE,FALSE,0
1929,1929,2,9.5,0,0,18,529.702381,0,0.005263158,0,0,"Mar",2,2,4,2,"Returning_Visitor",TRUE,FALSE,0
1930,1930,0,0,0,0,10,254,0.02,0.04,14.0292,0,"Mar",2,2,9,2,"New_Visitor",FALSE,TRUE,1
1931,1931,0,0,0,0,7,221.7142857,0.028571429,0.060714286,0,0,"Mar",3,3,1,3,"Returning_Visitor",FALSE,FALSE,0
1932,1932,0,0,0,0,1,0,0.2,0.2,0,0,"Mar",2,5,1,3,"Returning_Visitor",FALSE,FALSE,0
1933,1933,0,0,0,0,30,312.3333333,0,0.008888889,0,0,"Mar",2,6,1,2,"Returning_Visitor",FALSE,FALSE,0
1934,1934,0,0,0,0,1,0,0.2,0.2,0,0,"Mar",2,2,1,1,"Returning_Visitor",FALSE,FALSE,0
1935,1935,0,0,0,0,22,325.75,0,0.031818182,0,0,"Mar",2,10,7,2,"Returning_Visitor",FALSE,FALSE,0
1936,1936,9,74.33333333,1,419,63,2717.327381,0.002857143,0.012857143,0,0,"Mar",2,2,3,2,"Returning_Visitor",TRUE,FALSE,0
1937,1937,1,7,1,0,79,3380.691558,0.002666667,0.023772222,0,0,"Mar",2,2,3,2,"Returning_Visitor",TRUE,FALSE,0
1938,1938,1,13,0,0,19,614.9444444,0,0.022105263,0,0,"Mar",3,2,3,3,"Returning_Visitor",FALSE,FALSE,0
1939,1939,1,0,0,0,1,19,0,0.1,0,0,"Mar",1,1,3,1,"Returning_Visitor",FALSE,FALSE,0
1940,1940,4,55.5,0,0,33,1274.190476,0.005714286,0.009285714,0,0,"Mar",2,2,6,2,"Returning_Visitor",TRUE,FALSE,0
1941,1941,2,80.66666667,0,0,12,1071.611111,0.030769231,0.046666667,0,0,"Mar",2,2,2,1,"Returning_Visitor",FALSE,FALSE,0
1942,1942,0,0,0,0,10,408,0,0.022222222,88.78460596,0,"Mar",2,2,1,2,"Returning_Visitor",FALSE,TRUE,1
1943,1943,7,156.7166667,0,0,52,2335.064286,0.007142857,0.010563841,0,0,"Mar",3,2,1,2,"Returning_Visitor",FALSE,FALSE,0
1944,1944,0,0,0,0,2,18,0.1,0.15,0,0,"Mar",2,5,3,10,"Returning_Visitor",FALSE,FALSE,0
1945,1945,3,172,0,0,53,1299.383333,0,0.003703704,0,0,"Mar",2,6,7,2,"Returning_Visitor",TRUE,FALSE,0
1946,1946,0,0,0,0,6,83,0.016666667,0.033333333,0,0,"Mar",3,2,8,8,"Returning_Visitor",FALSE,FALSE,0
1947,1947,5,146,0,0,8,489,0,0.015384615,0,0,"Mar",2,2,8,3,"Returning_Visitor",FALSE,FALSE,0
1948,1948,3,13,0,0,16,226.5,0,0.013333333,0,0,"Mar",2,5,1,2,"Returning_Visitor",FALSE,FALSE,0
1949,1949,0,0,0,0,8,233.6666667,0.025,0.0875,0,0,"Mar",2,2,3,13,"Returning_Visitor",FALSE,FALSE,0
1950,1950,0,0,0,0,1,0,0.2,0.2,0,0,"Mar",2,2,1,1,"Returning_Visitor",FALSE,FALSE,0
1951,1951,0,0,0,0,1,0,0.2,0.2,0,0,"Mar",3,3,3,3,"Returning_Visitor",FALSE,FALSE,0
1952,1952,1,11,0,0,5,71,0,0.033333333,0,0,"Mar",2,2,6,3,"Returning_Visitor",FALSE,FALSE,0
1953,1953,3,42,0,0,16,1266.5,0,0.003508772,0,0,"Mar",2,2,6,1,"Returning_Visitor",FALSE,FALSE,0
1954,1954,3,33,0,0,8,182.5833333,0,0.03125,0,0,"Mar",2,4,6,3,"Returning_Visitor",FALSE,FALSE,0
1955,1955,0,0,0,0,12,169.3,0,0.016666667,0,0,"Mar",2,2,3,2,"Returning_Visitor",TRUE,FALSE,0
1956,1956,0,0,1,0,37,1358.75,0.001754386,0.03245614,0,0,"Mar",2,5,3,1,"Returning_Visitor",FALSE,FALSE,0
1957,1957,1,38,0,0,5,131,0.033333333,0.013333333,0,0,"Mar",1,2,1,9,"New_Visitor",TRUE,FALSE,0
1958,1958,9,324.3,4,205,71,2816.43881,0,0.002666667,0,0,"Mar",2,2,1,8,"New_Visitor",TRUE,FALSE,0
1959,1959,5,413.5,0,0,25,3484.233333,0,0.02,0,0,"Mar",2,4,1,3,"Returning_Visitor",TRUE,FALSE,0
1960,1960,0,0,2,156,6,131,0,0.025,0,0,"Mar",2,2,3,2,"Returning_Visitor",FALSE,FALSE,0
1961,1961,5,55.5,0,0,12,1076.5,0,0.011764706,0,0,"Mar",2,2,1,2,"New_Visitor",FALSE,FALSE,0
1962,1962,0,0,0,0,8,357.25,0,0.0625,0,0,"Mar",2,10,4,3,"Returning_Visitor",TRUE,FALSE,0
1963,1963,0,0,0,0,6,197,0,0.011111111,0,0,"Mar",2,2,1,2,"Returning_Visitor",FALSE,FALSE,0
1964,1964,7,75.05,0,0,31,489.1452381,0.011111111,0.022222222,27.38224222,0,"Mar",2,2,5,2,"Returning_Visitor",TRUE,TRUE,1
1965,1965,3,43,0,0,11,610,0,0.015384615,0,0,"Mar",2,4,1,1,"Returning_Visitor",FALSE,FALSE,0
1966,1966,0,0,0,0,17,445,0.047058824,0.062745098,0,0,"Mar",2,2,6,1,"Returning_Visitor",FALSE,FALSE,0
1967,1967,0,0,0,0,17,588.6666667,0.011764706,0.035294118,0,0,"Mar",2,4,4,1,"Returning_Visitor",FALSE,FALSE,0
1968,1968,0,0,0,0,24,580.2,0,0.012121212,17.12545455,0,"Mar",2,2,1,1,"Returning_Visitor",FALSE,TRUE,1
1969,1969,0,0,0,0,32,999,0,0.01344086,9.053081561,0,"Mar",1,1,1,1,"Returning_Visitor",FALSE,TRUE,1
1970,1970,0,0,0,0,16,622,0,0.0125,0,0,"Mar",2,10,2,6,"Returning_Visitor",FALSE,FALSE,0
1971,1971,2,77,0,0,6,112,0,0.028571429,0,0,"Mar",1,1,2,2,"Returning_Visitor",TRUE,FALSE,0
1972,1972,1,29,1,13.5,24,1005.849206,0,0.007986111,0,0,"Mar",1,1,3,3,"Returning_Visitor",FALSE,FALSE,0
1973,1973,3,78,0,0,3,29,0.033333333,0.066666667,0,0,"Mar",2,2,7,2,"New_Visitor",TRUE,FALSE,0
1974,1974,3,52,0,0,60,3451.751515,0.006666667,0.011565934,0,0,"Mar",3,2,3,1,"Returning_Visitor",TRUE,FALSE,0
1975,1975,0,0,0,0,5,96.5,0,0.04,0,0,"Mar",2,2,1,3,"Returning_Visitor",FALSE,FALSE,0
1976,1976,8,354.8333333,1,57,19,2217.333333,0.008333333,0.017361111,0,0,"Mar",3,2,1,1,"Returning_Visitor",FALSE,FALSE,0
1977,1977,0,0,0,0,4,50,0,0.05,0,0,"Mar",2,2,3,1,"Returning_Visitor",FALSE,FALSE,0
1978,1978,0,0,1,0,16,485.6666667,0,0.0375,0,0,"Mar",2,2,6,3,"Returning_Visitor",TRUE,FALSE,0
1979,1979,0,0,0,0,9,388,0.066666667,0.088888889,0,0,"Mar",3,2,2,1,"Returning_Visitor",FALSE,FALSE,0
1980,1980,7,169.5,0,0,21,484.95,0.008695652,0.037681159,0,0,"Mar",1,2,2,2,"Returning_Visitor",FALSE,FALSE,0
1981,1981,0,0,0,0,3,55,0,0.066666667,0,0,"Mar",2,2,1,10,"Returning_Visitor",FALSE,FALSE,0
1982,1982,0,0,0,0,7,111.6666667,0,0.014285714,0,0,"Mar",2,4,1,2,"Returning_Visitor",TRUE,FALSE,0
1983,1983,6,104,1,0,14,269.5,0,0.021568627,0,0,"Mar",1,1,1,3,"Returning_Visitor",FALSE,FALSE,0
1984,1984,2,4,0,0,10,284,0,0.016666667,33.32834503,0,"Mar",2,5,1,8,"New_Visitor",FALSE,TRUE,1
1985,1985,9,81,0,0,34,1219.113725,0.007017544,0.022556391,9.517421053,0,"Mar",3,2,3,1,"Returning_Visitor",FALSE,TRUE,1
1986,1986,1,0,0,0,21,574.722619,0,0.018888889,6.284044913,0,"Mar",2,2,1,2,"Returning_Visitor",FALSE,TRUE,1
1987,1987,0,0,1,0,46,4053.092208,0.014184397,0.029684228,0,0,"Mar",1,1,1,2,"Returning_Visitor",FALSE,FALSE,0
1988,1988,0,0,0,0,18,1485.416667,0,0.027777778,0,0,"Mar",2,4,1,1,"Returning_Visitor",FALSE,FALSE,0
1989,1989,12,765.6666667,0,0,7,634.1666667,0.015384615,0.015384615,0,0,"Mar",1,2,3,2,"Returning_Visitor",FALSE,FALSE,0
1990,1990,13,214.8823529,0,0,41,1182.106162,0,0.018485839,4.465398354,0,"Mar",2,4,3,2,"Returning_Visitor",FALSE,FALSE,0
1991,1991,1,143,4,48,16,333.75,0,0.003333333,0,0,"Mar",1,1,1,2,"New_Visitor",FALSE,FALSE,0
1992,1992,0,0,0,0,2,4,0,0.1,0,0,"Mar",2,2,4,1,"Returning_Visitor",FALSE,FALSE,0
1993,1993,2,15.5,0,0,28,550.0666667,0,0.006666667,0,0,"Mar",2,2,1,2,"New_Visitor",FALSE,FALSE,0
1994,1994,0,0,0,0,1,0,0.2,0.2,0,0,"Mar",1,1,3,9,"Returning_Visitor",TRUE,FALSE,0
1995,1995,2,42,0,0,29,218,0,0.003225806,0,0,"Mar",2,2,1,2,"Returning_Visitor",FALSE,FALSE,0
1996,1996,0,0,0,0,93,2243.666667,0.010989011,0.031501832,0,0,"Mar",2,4,8,1,"Returning_Visitor",FALSE,FALSE,0
1997,1997,1,702,0,0,38,2193.150794,0.012280702,0.015614035,9.09277193,0,"Mar",1,1,2,2,"Returning_Visitor",FALSE,TRUE,1
1998,1998,4,22.5,0,0,15,289.85,0,0.022222222,57.96417654,0,"Mar",2,2,2,3,"New_Visitor",TRUE,TRUE,1
1999,1999,1,14,0,0,13,909.5,0,0.014285714,0,0,"Mar",1,1,1,10,"Returning_Visitor",FALSE,FALSE,0
2000,2000,3,188,0,0,22,1436.45,0,0.009090909,0,0,"Mar",2,2,3,1,"Returning_Visitor",FALSE,FALSE,0
2001,2001,8,352.2428571,6,241.5,45,1998.444081,0.009090909,0.01644733,2.842307011,0,"Mar",3,2,1,2,"Returning_Visitor",TRUE,FALSE,0
2002,2002,4,73.75,1,58,12,777.5,0,0.015555556,10.782,0,"Mar",2,2,1,2,"Returning_Visitor",TRUE,TRUE,1
2003,2003,0,0,0,0,4,126.5,0.016666667,0.091666667,0,0,"Mar",2,5,3,2,"Returning_Visitor",TRUE,FALSE,0
2004,2004,0,0,0,0,8,100,0,0.025,0,0,"Mar",1,1,7,1,"Returning_Visitor",FALSE,FALSE,0
2005,2005,1,95,0,0,27,598.45,0,0.014814815,0,0,"Mar",2,2,2,2,"Returning_Visitor",FALSE,FALSE,0
2006,2006,0,0,0,0,7,87.71428571,0.042857143,0.089285714,0,0,"Mar",3,2,1,3,"Returning_Visitor",FALSE,FALSE,0
2007,2007,6,145,6,199,40,1834.166667,0,0.006734694,49.47040982,0,"Mar",2,5,3,2,"Returning_Visitor",FALSE,TRUE,1
2008,2008,0,0,0,0,2,15,0,0.1,0,0,"Mar",1,1,1,2,"Returning_Visitor",FALSE,FALSE,0
2009,2009,3,221.5,4,172,28,1365.216667,0,0.012301587,0,0,"Mar",2,2,3,2,"Returning_Visitor",FALSE,FALSE,0
2010,2010,0,0,0,0,6,36,0.066666667,0.133333333,0,0,"Mar",4,1,1,3,"Returning_Visitor",TRUE,FALSE,0
2011,2011,4,82.5,3,419,22,1005.806061,0,0.007407407,0,0,"Mar",2,2,2,2,"New_Visitor",TRUE,FALSE,0
2012,2012,6,92,3,101,76,5186.116667,0.004878049,0.024837398,6.548011382,0,"Mar",2,2,3,2,"Returning_Visitor",FALSE,FALSE,0
2013,2013,9,183.5,2,29.66666667,52,2211.608333,0.008888889,0.010251724,1.816474074,0,"Mar",4,2,1,2,"Returning_Visitor",FALSE,TRUE,1
2014,2014,0,0,0,0,8,167,0,0.05,0,0,"Mar",2,5,1,3,"Returning_Visitor",FALSE,FALSE,0
2015,2015,2,36,0,0,47,2102.581502,0.004166667,0.010416667,14.63957834,0,"Mar",1,1,2,1,"Returning_Visitor",FALSE,FALSE,0
2016,2016,8,139.6818182,8,353.3333333,45,2003.415152,0.007142857,0.00755102,5.576720936,0,"Mar",2,2,4,2,"Returning_Visitor",FALSE,TRUE,1
2017,2017,4,50.5,3,54,41,1490.552778,0,0.006589147,0,0,"Mar",2,2,1,2,"Returning_Visitor",FALSE,FALSE,0
2018,2018,9,124.125,0,0,35,1988.658333,0.008943089,0.030662021,0,0,"Mar",2,2,3,2,"Returning_Visitor",FALSE,FALSE,0
2019,2019,0,0,0,0,8,148.75,0,0.025,0,0,"Mar",2,4,3,2,"Returning_Visitor",TRUE,FALSE,0
2020,2020,0,0,0,0,2,134,0,0.1,0,0,"Mar",3,2,7,9,"Returning_Visitor",TRUE,FALSE,0
2021,2021,1,5,0,0,16,191.0714286,0,0.0125,0,0,"Mar",2,4,1,10,"Returning_Visitor",FALSE,FALSE,0
2022,2022,0,0,1,0,16,222,0.025,0.03125,0,0,"Mar",1,2,1,2,"Returning_Visitor",FALSE,FALSE,0
2023,2023,2,47.5,0,0,5,116.5,0,0.005714286,0,0,"Mar",3,2,5,2,"Returning_Visitor",TRUE,FALSE,0
2024,2024,0,0,0,0,3,190,0,0.066666667,0,0,"Mar",2,7,4,3,"Returning_Visitor",TRUE,FALSE,0
2025,2025,0,0,0,0,68,809.2456349,0.002985075,0.005970149,109.9124051,0,"Mar",2,5,4,2,"Returning_Visitor",FALSE,TRUE,1
2026,2026,0,0,0,0,8,262.1666667,0,0.020833333,0,0,"Mar",2,2,2,2,"Returning_Visitor",FALSE,FALSE,0
2027,2027,0,0,0,0,4,22,0.05,0.1,0,0,"Mar",2,4,6,3,"Returning_Visitor",TRUE,FALSE,0
2028,2028,4,55.32575758,0,0,11,234.9924242,0,0.018181818,0,0,"Mar",2,2,3,1,"Returning_Visitor",FALSE,FALSE,0
2029,2029,0,0,0,0,8,258,0.025,0.075,0,0,"Mar",2,2,3,1,"Returning_Visitor",FALSE,FALSE,0
2030,2030,0,0,0,0,2,0,0.2,0.2,0,0,"Mar",2,4,1,1,"Returning_Visitor",FALSE,FALSE,0
2031,2031,1,185,6,263,6,133.3333333,0,0.019230769,0,0,"Mar",3,2,3,3,"Returning_Visitor",FALSE,FALSE,0
2032,2032,13,241.7666667,0,0,12,255.3,0.002,0.036666667,0,0,"Mar",2,2,8,2,"Returning_Visitor",FALSE,FALSE,0
2033,2033,5,145.5,0,0,96,1524.748377,0,0.007239057,0,0,"Mar",2,2,9,2,"Returning_Visitor",FALSE,FALSE,0
2034,2034,2,160,0,0,17,1306.666667,0.010526316,0.014035088,0,0,"Mar",3,2,2,3,"Returning_Visitor",FALSE,FALSE,0
2035,2035,2,28.66666667,0,0,12,224.1666667,0,0.023333333,44.73466667,0,"Mar",3,2,6,2,"Returning_Visitor",FALSE,TRUE,1
2036,2036,0,0,0,0,24,473.6833333,0.008333333,0.00952381,0,0,"Mar",3,2,3,1,"Returning_Visitor",FALSE,FALSE,0
2037,2037,6,253,0,0,21,686.4,0.003846154,0.012179487,0,0,"Mar",1,1,3,3,"Returning_Visitor",FALSE,FALSE,0
2038,2038,0,0,0,0,4,80,0.05,0.075,0,0,"Mar",3,2,4,1,"Returning_Visitor",FALSE,FALSE,0
2039,2039,0,0,0,0,1,0,0,0.2,0,0,"Mar",2,2,1,2,"Returning_Visitor",FALSE,FALSE,0
2040,2040,0,0,0,0,1,61,0,0.1,0,0,"Mar",3,2,4,15,"Returning_Visitor",TRUE,FALSE,0
2041,2041,2,220.3333333,1,70.5,75,3537.991667,0.011714286,0.027362361,5.770959977,0,"Mar",2,2,6,1,"Returning_Visitor",FALSE,FALSE,0
2042,2042,7,445.3333333,1,135.5,52,1896.272222,0.005310734,0.013192815,3.795661017,0,"Mar",3,2,6,1,"Returning_Visitor",FALSE,FALSE,0
2043,2043,2,50,0,0,29,598.297619,0,0.016666667,0,0,"Mar",2,6,3,1,"Returning_Visitor",FALSE,FALSE,0
2044,2044,0,0,0,0,10,127.5,0,0.02,0,0,"Mar",3,2,1,10,"Returning_Visitor",FALSE,FALSE,0
2045,2045,5,76,0,0,7,154,0,0.005555556,0,0,"Mar",1,2,3,2,"New_Visitor",TRUE,FALSE,0
2046,2046,13,654.775,8,604.8,160,5349.563713,0.001142857,0.001799477,17.34893623,0,"Mar",2,2,1,2,"Returning_Visitor",TRUE,TRUE,1
2047,2047,0,0,0,0,1,0,0,0.1,0,0,"Mar",2,2,2,6,"Returning_Visitor",FALSE,FALSE,0
2048,2048,0,0,0,0,3,77,0,0.066666667,0,0,"Mar",4,2,6,1,"Returning_Visitor",FALSE,FALSE,0
2049,2049,0,0,0,0,7,98.5,0.071428571,0.1,0,0,"Mar",1,1,6,1,"Returning_Visitor",FALSE,FALSE,0
2050,2050,0,0,0,0,12,810,0,0.016666667,0,0,"Mar",2,2,6,10,"Returning_Visitor",FALSE,FALSE,0
2051,2051,0,0,0,0,3,903,0,0.066666667,0,0,"Mar",2,2,1,1,"Returning_Visitor",FALSE,FALSE,0
2052,2052,5,87,0,0,86,2973.008333,0.002222222,0.015740741,0,0,"Mar",2,2,8,1,"Returning_Visitor",FALSE,FALSE,0
2053,2053,0,0,0,0,1,0,0.2,0.2,0,0,"Mar",2,5,2,3,"Returning_Visitor",FALSE,FALSE,0
2054,2054,2,17,0,0,7,1093,0.0375,0.1125,0,0,"Mar",2,2,3,1,"Returning_Visitor",FALSE,FALSE,0
2055,2055,0,0,0,0,3,137,0,0.1,0,0,"Mar",2,2,3,2,"Returning_Visitor",FALSE,FALSE,0
2056,2056,0,0,0,0,8,136.75,0.005,0.105,0,0,"Mar",2,2,2,10,"Returning_Visitor",FALSE,FALSE,0
2057,2057,0,0,0,0,1,0,0.2,0.2,0,0,"Mar",3,2,3,1,"Returning_Visitor",FALSE,FALSE,0
2058,2058,0,0,0,0,1,0,0.2,0.2,0,0,"Mar",2,4,1,1,"Returning_Visitor",FALSE,FALSE,0
2059,2059,3,96,0,0,6,384,0,0.025,0,0,"Mar",3,2,1,2,"New_Visitor",FALSE,FALSE,0
2060,2060,0,0,0,0,9,125,0,0.022222222,0,0,"Mar",2,2,3,1,"Returning_Visitor",FALSE,FALSE,0
2061,2061,0,0,0,0,2,44,0,0.05,0,0,"Mar",2,4,1,3,"Returning_Visitor",FALSE,FALSE,0
2062,2062,0,0,0,0,1,0,0.2,0.2,0,0,"Mar",2,5,1,3,"Returning_Visitor",FALSE,FALSE,0
2063,2063,4,35.125,0,0,31,1975.458333,0,0.01,0,0,"Mar",2,2,3,3,"New_Visitor",TRUE,FALSE,0
2064,2064,4,71.5,0,0,42,758.75,0.004444444,0.015555556,0,0,"Mar",2,5,2,2,"Returning_Visitor",FALSE,FALSE,0
2065,2065,9,222.5,2,46.66666667,20,1267.155556,0.001481481,0.017977208,16.1728,0,"Mar",2,2,3,2,"Returning_Visitor",FALSE,TRUE,1
2066,2066,4,200.8333333,0,0,18,381.3333333,0,0.009090909,0,0,"Mar",2,4,7,2,"New_Visitor",TRUE,FALSE,0
2067,2067,2,33.5,1,91,31,1271.821212,0,0.011505376,1.592774194,0,"Mar",1,8,4,1,"Returning_Visitor",FALSE,TRUE,1
2068,2068,0,0,0,0,32,827.6462121,0,0.00058651,54.67634844,0,"Mar",2,2,7,2,"Returning_Visitor",FALSE,TRUE,1
2069,2069,0,0,0,0,5,36,0.15,0.1625,0,0,"Mar",3,2,3,1,"Returning_Visitor",FALSE,FALSE,0
2070,2070,7,120.5,0,0,19,1011.5,0,0.00952381,0,0,"Mar",2,2,1,1,"Returning_Visitor",FALSE,FALSE,0
2071,2071,5,243.6666667,1,415,20,1267.233333,0,0.01,91.98,0,"Mar",1,1,3,1,"Returning_Visitor",FALSE,TRUE,1
2072,2072,5,53,1,97,66,4891.972222,0,0.002159624,0,0,"Mar",2,2,8,1,"Returning_Visitor",FALSE,FALSE,0
2073,2073,0,0,0,0,27,694.3035714,0,0.007692308,11.99264025,0,"Mar",1,1,1,2,"Returning_Visitor",TRUE,TRUE,1
2074,2074,4,148.5,1,118,150,4764.429997,0,0.005636724,33.33074497,0,"Mar",2,2,5,2,"Returning_Visitor",FALSE,FALSE,0
2075,2075,0,0,0,0,31,1350.5,0.006451613,0.016129032,0,0,"Mar",2,5,2,2,"Returning_Visitor",FALSE,FALSE,0
2076,2076,0,0,1,56,17,1385.833333,0.005882353,0.017647059,39.85866667,0,"Mar",2,2,1,2,"Returning_Visitor",FALSE,TRUE,1
2077,2077,1,6,0,0,15,500,0.026666667,0.073333333,19.996,0,"Mar",2,2,3,1,"Returning_Visitor",FALSE,TRUE,1
2078,2078,2,26,0,0,22,285.9880952,0,0.0125,0,0,"Mar",1,1,6,8,"Returning_Visitor",FALSE,FALSE,0
2079,2079,1,6,0,0,6,45.5,0.057142857,0.114285714,0,0,"Mar",1,1,3,3,"Returning_Visitor",FALSE,FALSE,0
2080,2080,5,129.5,0,0,13,1507.333333,0.016666667,0.028125,0,0,"Mar",2,2,3,2,"Returning_Visitor",FALSE,FALSE,0
2081,2081,3,223,1,24,27,1460.566667,0,0.006666667,0,0,"Mar",2,2,8,2,"New_Visitor",TRUE,FALSE,0
2082,2082,0,0,0,0,4,214,0,0.05,0,0,"Mar",2,2,3,3,"Returning_Visitor",FALSE,FALSE,0
2083,2083,0,0,0,0,6,136.5,0,0.033333333,0,0,"Mar",3,3,1,2,"Returning_Visitor",FALSE,FALSE,0
2084,2084,0,0,0,0,6,254,0.025,0.0875,0,0,"Mar",1,1,6,10,"Returning_Visitor",FALSE,FALSE,0
2085,2085,1,5,0,0,13,545.5714286,0.013333333,0.020784314,26.12015415,0,"Mar",2,2,3,2,"Returning_Visitor",TRUE,TRUE,1
2086,2086,2,91,3,865,27,1244.833333,0,0.006896552,0,0,"Mar",2,2,1,2,"New_Visitor",TRUE,FALSE,0
2087,2087,1,78,0,0,21,555.8944444,0,0.002380952,24.75047619,0,"Mar",1,1,1,2,"New_Visitor",FALSE,TRUE,1
2088,2088,0,0,0,0,19,429.6333333,0,0.005263158,0,0,"Mar",2,4,1,3,"Returning_Visitor",TRUE,FALSE,0
2089,2089,0,0,0,0,10,111,0,0.02,0,0,"Mar",2,4,7,3,"Returning_Visitor",FALSE,FALSE,0
2090,2090,0,0,0,0,1,0,0.2,0.2,0,0,"Mar",3,2,1,3,"Returning_Visitor",TRUE,FALSE,0
2091,2091,3,46.5,0,0,16,402.6904762,0,0.0125,0,0,"Mar",2,4,1,1,"Returning_Visitor",TRUE,FALSE,0
2092,2092,0,0,0,0,15,292.6944444,0,0.005128205,54.98,0,"May",3,2,4,4,"Returning_Visitor",FALSE,TRUE,1
2093,2093,0,0,0,0,24,654.0666667,0,0.001449275,0,0.8,"May",3,2,1,2,"Returning_Visitor",FALSE,FALSE,0
2094,2094,2,254,1,39,95,4990.959524,0.004123711,0.015307716,5.638103093,0,"May",2,2,1,6,"Returning_Visitor",FALSE,TRUE,1
